,price,Modellår,Kilometer,farge,effekt,batterikapasitet,feature_model,url
1290,110000,2008,277000,Grå,185 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1291,140154,2003,306600,Rød metallic,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1292,209983,2017,76000,Hvit,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1293,203034,2015,135000,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1294,200034,2012,101140,Grå metallic,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1295,126009,2016,125000,Grå metallic,111 Hk,28 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1296,104034,2013,113066,Svart,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1297,246670,2021,7550,Hvit,145 Hk,35 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1298,288982,2016,96000,Svart,179 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1299,178000,2016,124000,Crystal White,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1300,114034,2014,130000,Svart,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1301,149034,2013,106217,Hvit,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1302,184034,2014,152500,Mountain Grey,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1303,199000,2011,99300,Alpinhvit,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1304,199000,2018,42000,Svart metallic,141 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1305,199000,2017,62000,Metallic,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1306,159034,2015,204000,Svart,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1307,279034,2017,66221,Blå,179 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1308,189000,2020,35500,Rød,60 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1309,165000,2017,154000,Hvit,218 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1310,111154,2010,340025,Sølv metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1311,189000,2013,147000,Svart,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1312,179934,2015,158000,Svart,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1313,194990,2010,157300,Carbon Grey Metallic,179 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1314,159034,2011,180000,Svart,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1315,119534,2013,241024,Svart,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1316,270034,2017,47400,"Champagne/gull/beige/sølv, se bilder",252 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1317,221383,2015,104500,Grå,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1318,244034,2012,200000,Grå,258 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1319,111729,2009,330000,Svart,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1320,164034,2012,158000,Sølv,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1321,166383,2015,210000,Grå,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1322,249000,2013,170000,Sølv,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1323,249034,2013,129000,Hvit,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1324,143034,2016,149000,Hvit,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1325,124034,2012,92500,Gråbrun,160 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1326,119000,2014,90500,Soul Red,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1327,143034,2016,149000,Hvit,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1328,124034,2012,92500,Gråbrun,160 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1329,129000,2009,175000,Hvit,117 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1330,129729,2011,139000,Oransje,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1331,270000,2017,85000,Florettsølv,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1332,117880,2016,68000,Rød,101 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1333,263670,2019,79000,Blå,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1334,249999,2017,56000,Sølv,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1335,263982,2012,148581,Sort metalic,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1336,189034,2012,108000,Brun metallic,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1337,129900,2015,195666,Grå,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1338,159000,2012,252000,Svart,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1339,194033,2011,168861,Svart,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1340,101728,2009,273617,Svart,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1341,255670,2019,27000,Brun,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1342,256383,2015,125218,Svart,200 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1343,279000,2019,54300,Svart,204 Hk,60 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1344,149534,2015,96500,Rød,123 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1345,219000,1970,50717,Hvit,,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1346,111729,2005,186000,Svart,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1347,105000,2013,75500,Svart,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1348,169000,2014,346656,Svart,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1349,131383,2015,129610,Hvit,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1350,129000,2004,284470,Sølv,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1351,154034,2011,212000,Sort,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1352,229000,2018,94500,Burgonder rød,109 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1353,112880,2017,93850,Grå,101 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1354,159034,2016,209000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1355,129999,2015,187131,Blå,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1356,169900,2008,167841,SØLV METALLIC,117 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1357,259034,2012,116000,Rød,200 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1358,122880,2015,69000,Blå,,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1359,254034,2016,153000,Svart,239 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1360,109034,2013,102840,Svart,109 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1361,266595,2019,59858,Grå,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1362,181729,1994,327000,Grå,,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1363,144934,2014,93500,Blå,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1364,189900,2018,72500,Grå metallic,108 Hk,41 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1365,239034,2015,68711,Night blue Metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1366,131729,2010,202000,Grå,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1367,124034,2015,81000,Svart,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1368,114034,2015,105000,Grå,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1369,287670,2019,45000,Blå,170 Hk,42 kWh,fully_charged,https://www.finn.no/car/used/ad.html?finnkode=272341475
1370,198000,2016,80055,Grå Metallic,218 Hk,8 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1371,279999,2021,9800,Rød,143 Hk,44 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1372,182880,2015,22100,Galactic Grey Metallic,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1373,269034,2016,58000,White Pearl,197 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1374,140000,2002,210800,Sølv,249 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1375,113000,2011,183700,Svart,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1376,259034,2015,176000,Grå,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1377,144034,2012,170000,Hvit,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1378,239000,2015,98500,Svart,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1379,269034,2018,36000,Briljantsort,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1380,176729,2008,250000,Sølv metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1381,213009,2019,88300,Blå,120 Hk,28 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1382,199383,2013,193000,Hvit,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1383,281670,2021,30000,Hvit,143 Hk,44 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1384,194034,2018,109000,Azurblå,129 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1385,268000,2019,39000,Hvit,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1386,102880,2015,72400,Svart,90 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1387,144034,2014,127500,Grå,147 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1388,219034,2014,96315,Phantom Black Pearl Effect,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1389,279000,2010,52800,SORT METALLIC,250 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1390,229000,2019,79100,Iron grey,120 Hk,28 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1391,171729,2008,230900,Hvit,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1392,195000,2011,52900,Hvit,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1393,216109,2015,140435,Sort,334 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1394,131509,2015,108153,Grå,334 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1395,269034,2018,60000,Moon white metallic,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1396,259900,2018,14350,Sølv,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1397,239900,2019,47000,Rød,152 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1398,146500,1981,129364,Rød,,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1399,130000,2015,83000,Svart,111 Hk,24 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1400,136154,2000,152000,Sølv,193 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1401,179000,2015,148000,Hvit,161 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1402,239000,2019,37000,Rød,121 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1403,109000,2011,196000,Hvit,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1404,139000,2014,145000,Svart,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1405,127534,2012,149449,Metalic,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1406,119999,2018,211000,Rød,122 Hk,1 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1407,149900,2014,340670,Sølv,200 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1408,221729,2004,179000,sapphire black bm,333 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1409,259999,2018,60000,Grå,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1410,171154,2008,182500,Svart,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1411,109000,1992,301359,Rød,,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1412,107000,2014,67116,Hvit,109 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1413,239009,2018,50000,Hvit,109 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1414,187034,2014,80368,Svart,180 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1415,288500,2019,23432,Blå,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1416,176729,2008,230000,Hvit,235 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1417,288000,2018,61143,midnight-black metallic,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1418,179000,2018,41000,Rød,60 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1419,272000,2019,29600,black-sapphire metallic,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1420,104034,2011,180000,Metallic svart/blå,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1421,289000,2019,14800,Mineral-weiss metallic,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1422,268000,2019,48500,Grå,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1423,129000,2014,105532,Svart,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1424,119034,2015,165000,Hvit,124 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1425,117880,2014,82000,Svart,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1426,106000,2015,81000,Svart,109 Hk,24 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1427,179000,2015,181411,Mineralgrå,143 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1428,244034,2011,110000,Svart,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1429,126729,2005,322184,Svart metallic,166 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1430,215000,2019,18500,Emerald Grey Metallic,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1431,210034,2016,93400,Sølv,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1432,226729,2007,136000,Grå,218 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1433,229000,2016,164000,Svart,211 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1434,269000,2007,232744,GALAKTISK GRÅ METALLIC,173 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1435,178900,2012,186900,"Metallic ""Glitrende Bronse""",163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1436,109900,2016,77120,Hvit,32 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1437,243034,2016,86511,Titanium flash,175 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1438,159034,2015,103000,Svart,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1439,279900,2008,174000,Svart,272 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1440,134034,2014,177500,Jet Black,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1441,219900,2017,86931,SØLV MET.,,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1442,199034,2015,99999,Grå,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1443,266681,2019,43000,Mørkgrå metallic,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1444,269000,2013,111000,Hvit,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1445,101729,2008,167500,Hvit,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1446,269000,2019,95000,Grå,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1447,229000,2019,40000,Frozen White,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1448,275000,2020,21000,Grå,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1449,229000,2019,12000,Frozen white,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1450,173034,2016,214000,Grå,180 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1451,245000,2016,61000,Deep Black perlemetallic,218 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1452,215000,2018,98900,Hvit Metallic,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1453,279000,2019,48800,Svart,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1454,132000,2017,54000,Melting-Grey metallic,102 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1455,244034,2019,42500,Oransje,224 Hk,7 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1456,179000,2011,158500,Blå,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1457,249990,2016,83000,Svart,189 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1458,110000,2013,204150,Hvit,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1459,139034,2012,119000,Grå,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1460,244034,2017,34046,Bursting Blue,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1461,224034,2016,115900,Meteor gray,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1462,198729,2006,93232,Monacoblau,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1463,139729,2010,375000,Svart,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1464,126729,2008,141000,Carbon sort,210 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1465,261670,2020,57500,Svart,136 Hk,35 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1466,110729,2009,148732,Alpina hvite,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1467,139034,2013,170000,Grå,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1468,276729,2006,206000,Grå,166 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1469,219034,2012,161000,Mørk grå,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1470,179900,2019,43000,Sort metallic,102 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1471,116729,2011,197609,Grå,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1472,132000,2015,108000,Hvit,115 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1473,269000,2019,27500,Atlantic blue,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1474,286729,2008,62700,Blå,109 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1475,116154,2010,330000,Rød,117 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1476,233034,2016,69420,Hvit,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1477,199000,1965,150000,Blå,,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1478,129034,2014,88000,Hvit,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1479,149000,2004,299500,Sølv,306 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1480,285000,2020,38900,fluid metal,136 Hk,38 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1481,194034,2013,159498,Hvit,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1482,220000,2017,45800,Grå,170 Hk,27 kWh,fully_charged,https://www.finn.no/car/used/ad.html?finnkode=272341475
1483,128000,2014,78600,Grå,170 Hk,60 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1484,289000,2021,24000,Hvit,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1485,118982,2014,157000,Blå,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1486,280000,2012,132000,Grå,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1487,133982,2014,185000,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1488,271670,2019,48257,Grå metallic,136 Hk,100 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1489,219000,2010,162500,Svart,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1490,149000,2017,69756,Grå,109 Hk,30 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1491,273670,2022,10500,hvit med gråe/svarte detaljer,145 Hk,35 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1492,154034,2014,109000,RS blue metallic,180 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1493,199000,2015,148000,Hvit,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1494,189034,2014,99600,Metallic,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1495,124034,2014,97336,Grå metallic,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1496,249000,2013,154000,Fantomsvart,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1497,233034,2011,227600,Svart,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1498,290000,2018,42724,Quartz grey metallic,179 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1499,275000,2019,14550,Dark Teal,136 Hk,39 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1500,286000,2020,15560,Dark Teal,136 Hk,39 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1501,184900,2011,110800,Hvit,117 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1502,159900,2015,97860,Hvit,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1503,174999,2015,81000,Grå metallic,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1504,181670,2019,34061,Gråblå,108 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1505,238900,2015,107500,Sølv,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1506,224009,2018,119500,Deep Black metallic,136 Hk,100 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1507,161383,2015,185700,Svart,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1508,266670,2020,60200,Hvit,136 Hk,35 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1509,175000,2013,210000,Grå,179 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1510,249000,2012,116000,Sølv,306 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1511,172034,2014,119000,Svart,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1512,250000,2014,170369,Svart,179 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1513,289729,2010,185000,Karbon sort,306 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1514,123729,2004,379000,Grå,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1515,174034,2012,157000,Blå,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1516,244034,2016,260000,Grå,194 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1517,281670,2019,32337,Hvit,170 Hk,42 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1518,164034,2013,180000,metallic,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1519,221534,2013,73133,Tangerine Scream,250 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1520,179034,2014,109000,Brun,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1521,201154,2002,285123,Grønn,252 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1522,199110,2013,200576,Grå,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1523,152880,2018,55667,Hvit,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1524,204034,2014,121000,Calcite white,185 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1525,173034,2012,182000,Svart,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1526,149378,2019,35000,Deep black Perlmet,65 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1527,198383,2014,229220,Hvit,144 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1528,259900,2020,56000,Svart,143 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1529,106729,2006,207000,Grå,272 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1530,124034,2011,173000,Brun,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1531,134034,2016,122700,Svart,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1532,240000,2018,61194,Grå metallic,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1533,110034,2013,113079,Blå,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1534,141034,2012,188316,Svart,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1535,220000,2017,85000,Hvit,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1536,206729,1998,106213,Diamantsvart,306 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1537,269900,2020,34000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
1538,120000,2012,95000,Blå,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
