,price,Modellår,Kilometer,farge,effekt,batterikapasitet,feature_model,url
746,149000,2016,52100,White Pearl,109 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
747,149000,2017,103135,Indiumgrey,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
748,225000,2019,14400,Hvit,111 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
749,249900,2019,44667,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
750,139000,2016,43500,Blå,87 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
751,279900,2020,41800,Grå,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
752,169900,2013,116252,Svart,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
753,239000,2014,152000,Hvit,230 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
754,114000,2011,158600,Grå,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
755,239000,2018,45086,Hvit,170 Hk,33 kWh,charged,https://www.finn.no/car/used/ad.html?finnkode=272341475
756,199000,2018,44000,Grå,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
757,279000,2017,70000,Rød,160 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
758,139900,2011,94000,White metallic,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
759,289900,2021,22636,Blå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
760,119900,2013,119323,Grå metallic,115 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
761,209900,2020,59395,Hvit,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
762,139000,2014,161000,Hvit,200 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
763,274900,2019,53010,Pure white,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
764,234800,2015,104595,Sølv,147 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
765,129034,2013,182000,Svart,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
766,259000,2019,54014,Blå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
767,199000,2019,71010,Blå,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
768,144900,2015,118596,Hvit,115 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
769,239900,2018,55500,Blå,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
770,199000,2015,89000,Dark Gun Metallic,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
771,189000,2016,56000,Hvit,204 Hk,8 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
772,199000,2018,105000,Blå,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
773,225000,2019,14500,Hvit,111 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
774,289000,2019,43627,Aurora Black Pearl,205 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
775,189000,2016,149000,Brun,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
776,219000,2018,77820,Grå,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
777,149900,2014,116689,Brun,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
778,149000,2014,114000,Metallic,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
779,169900,2011,230359,Hvit,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
780,259000,2014,79014,Oransje,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
781,199000,2022,150,Hvit,82 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
782,149900,2017,54930,Hvit,101 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
783,259900,2014,185000,Sort Safir Metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
784,179900,2005,280000,Sølv,166 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
785,279000,2019,43600,Midnight Black Metallic,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
786,249000,2019,48500,Sparkling brown met.,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
787,149000,2016,72021,Lysegrå metallic,99 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
788,279000,2019,15000,Rød,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
789,269000,2019,24123,Hvit,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
790,259000,2015,70000,Brun,192 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
791,169000,2018,53722,Reflexsølv met.,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
792,229000,2017,54900,Hvit,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
793,219900,2019,69251,Grå,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
794,129900,2012,142700,Brun,143 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
795,119000,2011,131600,Metallic,102 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
796,189900,2017,81260,Rød,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
797,269000,2018,66964,CALCITE WHITE,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
798,119000,2014,238341,Grå,124 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
799,149900,2017,44300,Hvit,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
800,249000,2015,116556,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
801,239900,2010,214000,Svart,171 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
802,109900,2013,191000,Hvit,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
803,189000,2018,20218,Sølv,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
804,114990,2016,77000,Grå,109 Hk,24 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
805,169000,2015,84000,Svart,116 Hk,85 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
806,106154,2009,211000,Hvit,117 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
807,278000,2018,63470,Bi-tone Blå metallic / sort tak,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
808,109383,2016,108600,Grå,99 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
809,279000,2015,107000,Hvit,160 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
810,219000,2006,221200,Svart,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
811,119900,2008,166700,Rød,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
812,279000,2018,74374,Black Magic perle,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
813,265000,2018,123400,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
814,145000,2012,134000,Candyhvit,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
815,159900,2012,191300,Svart metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
816,274034,2017,111000,Blå,179 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
817,115000,2011,159129,Svart,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
818,179000,2018,85000,Svart,95 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
819,279000,2021,29164,Blå,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
820,154034,2016,127700,Hvit,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
821,114034,2012,178000,Svart,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
822,229034,2015,92000,Brun,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
823,169034,2012,85629,Blå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
824,209900,2017,91000,Vegas Gul,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
825,219900,2013,98000,Crystal Black,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
826,279000,2017,151710,Tungsten Silver metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
827,149000,2012,137053,Ibishvit,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
828,274900,2019,40500,Indiumgrey,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
829,229000,2017,103700,Black Pearl,165 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
830,119900,2013,103933,Rød 612,115 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
831,270000,2013,140500,Grå,421 Hk,85 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
832,239900,2016,85000,Diamant silver metallic,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
833,259000,2019,50221,Black-sapphire metallic,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
834,279000,2017,91549,Deep impact Blue metallic,250 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
835,219000,2017,61000,Blå,170 Hk,,charged,https://www.finn.no/car/used/ad.html?finnkode=272341475
836,219900,2016,69000,Hvit,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
837,265000,2019,35000,Svart Metallic,136 Hk,36 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
838,163034,2014,105000,Grå,147 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
839,239900,2019,71764,Rød,122 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
840,160000,2014,80000,Hvit,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
841,239900,2019,46500,Indiumgrey,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
842,189900,2019,41634,Jet Black Mica,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
843,278000,2018,53342,Rød,200 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
844,129000,2013,111000,Ginger Ale Metallic,182 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
845,119900,2008,132900,OBSIDIAN BLACK (197U),136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
846,159000,2019,11000,Hvit Metallic,82 Hk,19 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
847,249900,2018,65200,Grå,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
848,259900,2016,105000,Candyhvit,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
849,289000,2019,29800,Glaciersølv Metallic,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
850,249900,2018,64000,Rød,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
851,139000,2017,61500,Hvit Banquise,67 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
852,235000,2018,27370,Grå,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
853,109900,2013,420300,Hvit,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
854,259000,2016,92000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
855,279000,2020,22900,Svart Metallic,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
856,254034,2016,84200,Hvit,189 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
857,228900,2017,60552,Mineral Grey,170 Hk,,fully_charged,https://www.finn.no/car/used/ad.html?finnkode=272341475
858,139000,2004,206493,Grønn,102 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
859,269000,2020,27000,Hvit Metallic,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
860,249000,2018,81212,Hvit,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
861,104034,2013,211100,Brun,147 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
862,259000,2020,21500,Hvit Metallic,150 Hk,39 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
863,279000,2017,35456,Sølv,180 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
864,119000,2016,69100,Grå Shark,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
865,254900,2018,39500,Grå,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
866,149000,2004,136000,Beige,299 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
867,179034,2018,50673,Grå,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
868,269000,2020,13000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
869,158900,2015,100482,Rød Metallic,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
870,139900,2018,61000,Svart,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
871,249900,2015,150000,Black-sapphire Metallic,190 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
872,148900,2011,179000,Black Sapphire Metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
873,199000,2015,109920,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
874,239000,2006,202000,Fantomsort perleeffekt,344 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
875,185000,2016,200000,Svart,279 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
876,179383,2017,35000,metallic,102 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
877,289000,2002,111400,Blå,231 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
878,198000,2017,93800,Grå,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
879,215000,2016,93000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
880,249900,2016,78800,Grå,160 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
881,184383,2016,77500,Sølv,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
882,219800,2015,86100,Hvit,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
883,229000,2008,201000,Svart,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
884,275000,2011,82802,Beige,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
885,219900,2018,72000,Sølv,,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
886,249034,2015,109782,Grå,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
887,239000,2015,180650,Hvit,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
888,149000,2014,169000,Metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
889,239900,2020,22167,Frozen White,101 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
890,227000,2018,84000,Aluminium Silver Metallic,156 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
891,289000,2020,13114,Silver Metallic,92 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
892,139900,2012,133000,Grå,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
893,277700,2018,69000,REFLEXSILVER MET,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
894,179000,2018,90050,Exclusive m/panoramatak,111 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
895,109900,2012,149000,Blå,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
896,199000,2011,175830,Svart,271 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
897,275000,2017,141750,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
898,219990,2012,175000,Ipanema sand,190 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
899,224900,2018,63325,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
900,269900,2015,146000,DIAMOND SILVER - METALLIC FINISH,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
901,109900,2009,157000,Brun,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
902,269900,2019,26905,Grå,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
903,249000,2019,52000,Mineralgrå,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
904,278000,2019,42067,Hvit,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
905,239000,2018,66000,Mineralgrå met.,170 Hk,,charged,https://www.finn.no/car/used/ad.html?finnkode=272341475
906,169900,2012,204000,Svart,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
907,149729,2009,178000,Svart,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
908,239000,2017,90000,Blå,272 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
909,159000,2008,196000,Svart,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
910,232000,2018,59991,Hvit,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
911,215000,2013,206000,Blå,258 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
912,149000,2015,67600,Grå,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
913,130729,2010,154500,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
914,204034,2015,124732,Grå,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
915,289000,2019,33600,Fluid Black,170 Hk,,charged,https://www.finn.no/car/used/ad.html?finnkode=272341475
916,136034,2013,88500,Mineralgrå met.,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
917,209900,2017,91000,Rød,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
918,141729,2008,97900,Sølv,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
919,209900,2017,91000,Rød,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
920,119000,2013,141000,Hvit,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
921,169000,2018,53328,Rød metallic,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
922,163034,2011,188465,Grå,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
923,259000,2021,15732,Sølv metallic,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
924,259970,2020,23993,Sort,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
925,169729,2005,119000,Sølv met.lakk,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
926,219000,2017,78000,Svart metallic,200 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
